provider,family,model_name,model_id,status,pricing_mode,input_scope,prompt_size_band,input_price_usd,cached_input_price_usd,output_price_usd,context_cache_storage_or_other_usd,unit,thinking_support,notes,source_url
Google,Gemini 2.5,Gemini 2.5 Flash-Lite Preview,gemini-2.5-flash-lite-preview-09-2025,preview,standard,text/image/video,all,0.1,0.01,0.4,Audio input $0.30; audio cache $0.03; storage $1.00 per 1M tokens/hour,USD per 1M tokens,yes,Preview variant.,https://ai.google.dev/gemini-api/docs/pricing
Google,Gemini 2.5,Gemini 2.5 Pro,gemini-2.5-pro,current,batch,multimodal,all,0.625,0.125,5.0,Prompts >200k: input $1.25 / output $7.50 / cache $0.25; storage $4.50 per 1M tokens/hour,USD per 1M tokens,yes,Output pricing explicitly includes thinking tokens.,https://ai.google.dev/gemini-api/docs/pricing
Google,Gemini 2.5,Gemini 2.5 Pro,gemini-2.5-pro,current,flex,multimodal,all,0.625,0.125,5.0,Prompts >200k: input $1.25 / output $7.50 / cache $0.25; storage $4.50 per 1M tokens/hour,USD per 1M tokens,yes,Output pricing explicitly includes thinking tokens.,https://ai.google.dev/gemini-api/docs/pricing
Google,Gemini 2.5,Gemini 2.5 Pro,gemini-2.5-pro,current,priority,multimodal,all,2.25,0.225,18.0,Prompts >200k: input $4.50 / output $27 / cache $0.45; storage $8.10 per 1M tokens/hour,USD per 1M tokens,yes,Output pricing explicitly includes thinking tokens.,https://ai.google.dev/gemini-api/docs/pricing
Google,Gemini 2.5,Gemini 2.5 Pro,gemini-2.5-pro,current,standard,multimodal,all,1.25,0.125,10.0,Prompts >200k: input $2.50 / output $15 / cache $0.25; storage $4.50 per 1M tokens/hour,USD per 1M tokens,yes,Output pricing explicitly includes thinking tokens.,https://ai.google.dev/gemini-api/docs/pricing
Google,Gemini 3,Gemini 3 Flash Preview,gemini-3-flash-preview,preview,batch,text/image/video,all,0.25,0.05,1.5,Audio input $0.50; audio cache $0.10; storage $1.00 per 1M tokens/hour,USD per 1M tokens,yes,Output pricing explicitly includes thinking tokens.,https://ai.google.dev/gemini-api/docs/pricing
Google,Gemini 3,Gemini 3 Flash Preview,gemini-3-flash-preview,preview,flex,text/image/video,all,0.25,0.05,1.5,Audio input $0.50; audio cache $0.10; storage $1.00 per 1M tokens/hour,USD per 1M tokens,yes,Output pricing explicitly includes thinking tokens.,https://ai.google.dev/gemini-api/docs/pricing
Google,Gemini 3,Gemini 3 Flash Preview,gemini-3-flash-preview,preview,priority,text/image/video,all,0.9,0.09,5.4,Audio input $1.80; audio cache $0.18; storage $1.80 per 1M tokens/hour,USD per 1M tokens,yes,Output pricing explicitly includes thinking tokens.,https://ai.google.dev/gemini-api/docs/pricing
Google,Gemini 3,Gemini 3 Flash Preview,gemini-3-flash-preview,preview,standard,text/image/video,all,0.5,0.05,3.0,Audio input $1; audio cache $0.10; storage $1.00 per 1M tokens/hour,USD per 1M tokens,yes,Output pricing explicitly includes thinking tokens.,https://ai.google.dev/gemini-api/docs/pricing
Google,Gemini 3.1,Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,preview,batch,text/image/video,all,0.125,0.0125,0.75,Audio input $0.25; audio cache $0.025; storage $0.50 per 1M tokens/hour,USD per 1M tokens,yes,Output pricing explicitly includes thinking tokens.,https://ai.google.dev/gemini-api/docs/pricing
Google,Gemini 3.1,Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,preview,flex,text/image/video,all,0.125,0.0125,0.75,Audio input $0.25; audio cache $0.025; storage $0.50 per 1M tokens/hour,USD per 1M tokens,yes,Output pricing explicitly includes thinking tokens.,https://ai.google.dev/gemini-api/docs/pricing
Google,Gemini 3.1,Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,preview,standard,text/image/video,all,0.45,0.045,2.7,Audio input $0.90; audio cache $0.09; storage $1.80 per 1M tokens/hour,USD per 1M tokens,yes,Output pricing explicitly includes thinking tokens.,https://ai.google.dev/gemini-api/docs/pricing
Google,Gemini 3.1,Gemini 3.1 Pro Preview,gemini-3.1-pro-preview,preview,batch,multimodal,all,1.0,0.2,6.0,Prompts >200k: input $2 / output $9 / cache $0.40; storage $4.50 per 1M tokens/hour,USD per 1M tokens,yes,Output pricing explicitly includes thinking tokens.,https://ai.google.dev/gemini-api/docs/pricing
Google,Gemini 3.1,Gemini 3.1 Pro Preview,gemini-3.1-pro-preview,preview,priority,multimodal,all,3.6,0.36,21.6,Prompts >200k: input $7.20 / output $32.40 / cache $0.72; storage $8.10 per 1M tokens/hour,USD per 1M tokens,yes,Output pricing explicitly includes thinking tokens.,https://ai.google.dev/gemini-api/docs/pricing
Google,Gemini 3.1,Gemini 3.1 Pro Preview,gemini-3.1-pro-preview,preview,standard,multimodal,all,2.0,0.2,12.0,Prompts >200k: input $4 / output $18 / cache $0.40; storage $4.50 per 1M tokens/hour,USD per 1M tokens,yes,Output pricing explicitly includes thinking tokens.,https://ai.google.dev/gemini-api/docs/pricing
